period,AHU-1-EC,AHU-1-SAR,AHU-1-SAT,CHB-1-DF,CHB-1-SP,CHI-1-CP,CHI-1-KWR,CHI-1-LCWSTSP,CHICMP-1-AP,CLDHM,CLDOAFT,CLDOAT,CNDP-1-RFT,CNDP-1-SPD,CT-1-ENT,CT-1-EXT,CT-1-SPD,CW-1-STSP,DHW-1-RT,DHW-1-ST,DHWB-1-RTL,DHWB-2-RTL,DHWT-1-TMP,EVA-1-P,EVA-1-RT,H-1-CO2,H-1-TMP,H-2-CO2,H-2-TMP,HC-1-RT,HC-1-ST,HYD-1-DP,HYD-1-RTT,HYD-1-SPD,HYD-1-ST,HYD-2-SPD,HYDC-1-P,LHB-1-DF,LHB-1-SP,OAT-1,OAT-2,PC-1-P,hour,weekday,CDD,CHI-1-EC,CT-1-EC,CNDP-1-EC,HYD-1-EC,HYD-2-EC
2021-08-04 06:00:00+00:00,99.75,45.33,20.25566667,5.09,56.22,73.58166667,42.0298,0,21.93226667,75.18333333,18.04466667,18.06466667,15.682,25.80666667,20.18733333,19.27133333,25.9,9.48,49.05,50.01753333,27.909,9.969,52.08673333,56.39606667,8.018666667,427.7844,22.5636,418.3194667,22.60166667,9.626,8.702,6.960866667,11.6576,44.55333333,10.37586667,0,26.27986667,0,0,21.35826667,21.46586667,19.3064,5.94,1.98,0.94,7.09,0,3.75,1,0
2021-08-04 06:15:00+00:00,99.75,45.33,20.29166667,5.11,56.5,62.7866,0,0,0,75.85,18.00066667,17.98066667,11.256,0,19.886,18.99066667,0,9.52,49.37793333,49.9476,26.0836,21.44646667,51.7596,62.10926667,10.966,428.8262667,22.55613333,418.3844667,22.59333333,11.07866667,11.106,7.0314,12.51646667,44.87333333,12.2612,0,26.45493333,0,0,21.29073333,21.29066667,19.44026667,5.94,1.98,0.98,0,0,0,1,0
2021-08-04 06:30:00+00:00,100.25,45.33,20.29413333,5.09,56.22,88.28073333,81.1088,0,41.68793333,76.81666667,17.72666667,17.74666667,21.954,54.86,20.71933333,19.13533333,52.22,9.48,48.69333333,52.69433333,44.1698,52.0676,54.75,57.34566667,8.504,425.3533333,22.56586667,416.7891333,22.58893333,12.10466667,10.00533333,7.121733333,13.66366667,44.54,11.7352,0,26.459,0,0,21.253,21.24666667,19.4972,6.06,2.02,0.94,14.739,8.5,0.25,1,0
2021-08-04 06:45:00+00:00,99.75,45.33,20.23453333,5.11,56.5,89.61873333,88.17873333,0,45.5744,76.85,17.59133333,17.71133333,22.51733333,54.86,20.86266667,19.22666667,55.66,9.52,49.80006667,52.51126667,42.818,50.688,53.93553333,54.6624,7.125333333,423.0955333,22.55626667,417.1799333,22.54206667,10.54066667,8.404666667,6.9568,12.61986667,44.53333333,10.26586667,0,26.32093333,0,0,21.37693333,21.46606667,19.33453333,6.06,2.02,0.94,16.808,0,4.75,1,0
2021-08-04 07:00:00+00:00,99.75,45.33,20.26593333,5.11,56.22,73.68033333,41.5418,0,21.46553333,77.78333333,17.59,17.57,16.136,27.28666667,19.778,18.95333333,25.9,9.48,50.63926667,51.80186667,42.818,50.688,53.48006667,56.5256,8.09,421.7717333,22.5308,411.5144667,22.51073333,9.607333333,8.652666667,7.038333333,11.67306667,44.47333333,10.249,0,26.21926667,0,0,21.33826667,21.43193333,19.32266667,7.06,1.98,0.98,7.27,0,0,1,0
2021-08-04 07:15:00+00:00,100.25,45.27,20.26686667,5.09,56.5,62.3564,0,0,0,77.85,17.33,17.35,10.86733333,0,19.33,18.58133333,0,9.48,49.74626667,51.5474,58.198,50.688,52.80266667,61.6956,10.72,418.277,22.52713333,413.1662,22.51233333,10.84266667,10.888,7.131,12.33046667,44.98666667,12.12406667,0,26.36773333,0,0,21.189,21.18433333,19.2576,7.06,2.02,0.94,0,0,0,1,0
2021-08-04 07:30:00+00:00,99.75,45.33,20.297,5.11,56.22,85.73766667,75.08773333,0,39.24766667,78.81666667,17.35666667,17.23666667,21.102,51.19333333,20.298,18.81466667,48.5,9.48,49.05066667,50.7088,42.818,50.688,52.15593333,57.84146667,8.711333333,417.0833333,22.5004,410.5377333,22.55606667,12.05066667,10.192,7.033866667,13.60546667,44.85333333,11.8184,0,26.2456,0,0,21.14046667,21.14053333,19.32266667,6.94,2.02,0.94,13.762,0,0.25,2,0
2021-08-04 07:45:00+00:00,99.75,45.33,20.20313333,5.09,56.5,89.64186667,88.99506667,0,45.52773333,78.51666667,17.23133333,17.21133333,22.506,54.86,20.574,19.16133333,55.66,9.52,49.79973333,50.43166667,60.82833333,51.504,51.87313333,54.34533333,6.996666667,419.9487333,22.51533333,408.2584,22.51526667,10.39333333,8.253333333,7.1176,12.5446,44.66,10.1728,0,26.37553333,0,0,20.96526667,20.9874,19.20066667,6.94,1.98,0.94,22.832,11.5,4.75,1,0
2021-08-04 08:00:00+00:00,99.75,45.27,20.18933333,5.09,56.22,71.32273333,31.1666,0,15.05446667,78.88333333,17.012,16.992,14.478,22.14,19.74933333,18.912,18.46,9.52,49.8624,53.46193333,52.9988,60.76426667,54.56486667,56.44326667,8.040666667,421.9021333,22.53773333,412.7754,22.5174,9.422,8.607333333,7.0292,11.4764,44.43333333,10.27086667,0,26.16993333,0,0,20.54033333,20.52906667,19.2288,8.06,1.98,0.98,10.949,0,2.75,1,0
2021-08-04 08:15:00+00:00,99.75,45.27,20.215,5.09,56.5,61.852,0,0,0,79.15,16.65,16.67,10.868,0,19.676,18.63933333,0,9.48,51.7722,53.29993333,53.005,60.758,54.09246667,61.63293333,10.72666667,420.8814667,22.55113333,413.8587333,22.5428,10.86466667,10.892,6.962333333,12.38706667,44.9,12.1064,0,26.20493333,0,0,20.36953333,20.48246667,19.24946667,7.94,2.02,0.98,0,0,0,1,0
2021-08-04 08:30:00+00:00,100.25,45.27,20.21793333,5.11,56.5,87.4994,80.98626667,0,42.30773333,79.85,16.46733333,16.48733333,21.82933333,54.86,20.332,18.92733333,52.22,9.52,52.34786667,52.70846667,53.005,60.758,53.94793333,56.71413333,8.18,419.3186667,22.56586667,412.0265333,22.5488,11.71133333,9.674,6.954,13.3634,44.72,11.46833333,0,26.1964,0,0,20.655,20.56946667,19.31453333,7.94,1.98,0.94,20.801,0,0.25,1,0
2021-08-04 08:45:00+00:00,100.25,45.27,20.15106667,5.11,56.5,86.11366667,76.60066667,0,39.87233333,81.08333333,16.29466667,16.41466667,20.99333333,47.80666667,20.468,19.30866667,48.22,9.48,47.5696,52.4484,68.385,60.758,53.3138,54.8304,7.165333333,419.3623333,22.5994,408.9420667,22.5874,10.10266667,8.298666667,7.0534,12.27893333,44.36,10.03266667,0,26.1516,0,0,20.6792,20.6664,19.28573333,7.94,2.02,0.98,14.871,0,3.75,1,0
2021-08-04 09:00:00+00:00,100.25,45.27,20.16833333,5.09,56.22,61.23473333,0,0,0,82.15,16.32533333,16.20533333,10.292,0,19.44266667,18.99666667,0,9.48,43.74926667,51.07533333,53.005,60.398,52.17993333,60.56033333,10.17066667,421.0118667,22.6276,411.9286667,22.58073333,10.28933333,10.31733333,6.909266667,11.94486667,44.74666667,11.68113333,0,26.1682,0,0,20.50833333,20.50833333,19.16813333,8.94,1.98,0.94,0,0,0,1,0
2021-08-04 09:15:00+00:00,99.75,45.27,20.26646667,5.09,56.22,74.87133333,38.71486667,0,19.81893333,82.41666667,16.082,16.102,16.57333333,29.47333333,19.86533333,18.918,22.18,9.52,42.50446667,51.9696,33.86533333,41.79473333,53.28773333,59.77366667,9.780666667,421.2722667,22.612,412.1566667,22.563,11.66466667,10.746,7.068,13.1252,44.98666667,12.20613333,0,26.28193333,0,0,20.35673333,20.3584,19.2088,9.06,1.98,0.98,4.832,0,0.25,2,0
2021-08-04 09:30:00+00:00,99.75,45.27,20.1966,5.11,56.5,90.01426667,86.95266667,0,44.79233333,82.85,16.00266667,16.02266667,22.85,54.86,20.85666667,19.326,55.94,9.48,40.90853333,51.9666,12.576,20.297,53.16126667,55.33646667,7.506666667,422.7486,22.5928,412.9707333,22.6008,10.94,8.759333333,7.1026,13.00326667,44.41333333,10.61993333,0,26.2168,0,0,20.10186667,20.21006667,19.302,9.06,2.02,0.94,16.684,8.5,0.25,1,0
2021-08-04 09:45:00+00:00,99.75,45.33,20.1362,5.09,56.5,67.2706,23.12853333,0,11.93226667,83.78333333,15.96066667,16.08066667,13.15733333,14.80666667,19.562,19.04933333,15.02,9.52,41.44786667,50.4672,45.49693333,33.9938,51.95293333,57.70506667,8.729333333,426.07,22.6246,414.5986,22.61126667,9.604666667,9.052666667,6.9186,11.6286,44.49333333,10.69713333,0,26.03806667,0,0,19.8074,19.89946667,19.22066667,9.06,2.02,0.94,2.488,0,2.75,1,0
2021-08-04 10:00:00+00:00,100.25,45.27,20.1796,5.11,56.5,62.67946667,0,0,0,83.85,16.09,16.07,11.20666667,0,19.66,18.72666667,0,9.52,38.685,52.72226667,24.58506667,16.6662,54.16813333,62.01666667,10.88133333,428.2186667,22.58526667,414.8354667,22.6038,11.02733333,11.05933333,6.878933333,12.55553333,44.98,12.24933333,0,26.2802,0,0,19.7726,19.76806667,19.1556,9.94,1.98,0.94,0,0,0,1,0
2021-08-04 10:15:00+00:00,99.75,45.27,20.17266667,5.09,56.22,85.8092,77.25113333,0,40.05,84.78333333,15.83266667,15.95266667,21.12733333,53.46666667,20.33666667,19.114,48.5,9.52,46.24926667,51.8996,36.06886667,35.78066667,53.43193333,57.01113333,8.332,425.549,22.60313333,413.6634,22.62093333,11.52,9.602,7.169733333,13.31993333,44.7,11.4326,0,26.3246,0,0,20.1652,20.18486667,19.24133333,10.06,1.98,0.98,13.504,0,3.75,1,0
2021-08-04 10:30:00+00:00,99.75,45.33,20.1572,5.09,56.5,81.81473333,66.502,0,33.76333333,84.85,16.01333333,15.99333333,18.968,44.05333333,20.39333333,19.23266667,40.78,9.52,46.2246,54.55033333,11.8532,40.656,57.44013333,54.93513333,7.256,427.1982667,22.61506667,417.5706,22.61433333,9.724666667,8.253333333,7.048866667,11.98273333,44.64,9.9072,0,26.17193333,0,0,20.85906667,20.7668,19.22506667,9.94,2.02,0.94,17.934,0,4.75,1,0
2021-08-04 10:45:00+00:00,100.25,45.27,20.11393333,5.11,56.22,59.81346667,0,0,0,84.15,15.97466667,16.09466667,9.83,0,19.73066667,18.84933333,0,9.48,46.56893333,53.83886667,23.49553333,40.296,55.37006667,59.6024,9.676666667,433.8843333,22.64546667,423.0316667,22.62166667,9.839333333,9.872666667,7.030933333,11.66386667,44.92666667,11.32673333,0,26.22326667,0,0,20.99353333,21.09993333,19.2288,10.06,2.02,0.94,0,0,0,1,0
2021-08-04 11:00:00+00:00,99.75,45.33,20.20173333,5.09,56.22,62.83826667,0,0,0,83.18333333,16.33533333,16.31533333,11.354,0,19.91866667,18.73066667,0,9.48,39.19486667,55.12853333,44.24246667,40.296,57.5392,62.69806667,11.22133333,443.7388,22.66086667,431.8230667,22.58826667,11.34,11.38533333,6.922533333,12.81066667,44.88666667,12.5246,0,26.18426667,0,0,20.6512,20.65433333,19.24133333,10.94,1.98,0.98,0,0,0,2,0
2021-08-04 11:15:00+00:00,100.25,45.33,20.17773333,5.11,56.5,87.89293333,82.94413333,0,42.8168,82.48333333,16.53666667,16.55666667,21.98266667,57.74,20.48333333,19.23866667,52.22,9.52,45.20693333,53.90946667,28.002,40.296,55.39933333,56.8766,8.262,449.1222,22.6484,437.9116,22.61566667,11.80933333,9.784666667,7.1478,13.53246667,44.88,11.54333333,0,26.2862,0,0,21.0026,20.9808,19.2332,10.94,1.98,0.98,14.363,0,0.25,1,0
2021-08-04 11:30:00+00:00,100.25,45.33,20.1658,5.09,56.22,84.557,71.23666667,0,36.83,80.91666667,17.09866667,17.07866667,20.298,45.94,20.63533333,19.55,44.78,9.52,40.47793333,51.91653333,37.67773333,40.8498,53.12073333,54.97093333,7.334666667,472.9127333,22.6646,458.824,22.63506667,9.966,8.319333333,7.112466667,12.19153333,44.76666667,10.10326667,0,26.1964,0,0,21.29013333,21.39486667,19.26573333,10.94,2.02,0.98,19.152,8.5,4.75,1,0
2021-08-04 11:45:00+00:00,100.25,45.33,20.102,5.09,56.22,60.25553333,0,0,0,79.51666667,17.42733333,17.44733333,10.058,0,19.91466667,19.26,0,9.48,40.451,53.206,45.7136,53.168,54.9774,60.13106667,9.91,495.0536,22.6766,481.0626667,22.62833333,10.08733333,10.118,7.052933333,11.87366667,44.80666667,11.52826667,0,26.20866667,0,0,21.22646667,21.34826667,19.16813333,10.94,1.98,0.94,0,0,0,1,0
2021-08-04 12:00:00+00:00,99.75,45.27,20.1812,5.09,56.5,73.1078,35.356,0,16.76333333,76.98333333,18.21666667,18.09666667,15.82066667,26.74,20.29333333,19.20333333,22.46,9.48,41.247,51.8978,56.04526667,50.492,53.31,59.9648,9.854,497.7672,22.681,485.0349333,22.6328,11.38933333,10.65666667,7.075533333,13.01413333,45.16,12.13413333,0,26.4956,0,0,21.21233333,21.19686667,19.23693333,12.06,1.98,0.98,9.637,0,0,1,0
2021-08-04 12:15:00+00:00,99.75,45.27,20.2066,5.09,56.22,91.17066667,89.35333333,0,46.141,74.25,18.82733333,18.80733333,23.296,57.74,21.26666667,19.93066667,55.94,9.48,35.48953333,52.63493333,63.0134,51.35286667,54.6132,55.39933333,7.53,483.7226,22.69866667,475.4534,22.66306667,10.95733333,8.778,6.939733333,13.0194,44.78,10.63173333,0,26.1642,0,0,21.58626667,21.48013333,19.2332,12.06,2.02,0.94,22.894,0,1.25,1,0
2021-08-04 12:30:00+00:00,99.75,45.33,20.19986667,5.11,56.22,68.71393333,23.61733333,0,12.1522,72.48333333,19.30266667,19.42266667,13.568,17.81333333,20.432,19.866,15.02,9.48,33.9912,51.28586667,62.859,53.5716,53.1004,57.96713333,8.842666667,485.6547333,22.69433333,475.9093333,22.62973333,9.713333333,9.251333333,7.168133333,11.7264,44.53333333,10.7476,0,26.33513333,0,0,21.89,21.8052,19.282,12.06,2.02,0.98,3.504,0,0,1,0
2021-08-04 12:45:00+00:00,99.75,45.27,20.2094,5.11,56.5,62.7482,18.7256,0,3.421133333,70.91666667,20.022,20.002,11.49533333,7.54,20.35333333,19.42133333,0,9.52,32.1958,52.53606667,36.84673333,44.7256,54.2128,62.50893333,11.202,516.3914667,22.7084,507.0781333,22.68606667,11.31733333,11.346,7.024533333,12.74406667,44.74,12.45726667,0,26.37953333,0,0,22.09413333,22.0776,19.23693333,12.06,1.98,0.98,0,0,0,2,0
2021-08-04 13:00:00+00:00,100.25,45.33,20.27646667,5.09,56.5,93.117,89.71646667,0,46.2812,69.48333333,20.43733333,20.55733333,23.78733333,57.46,21.81266667,20.23666667,55.94,9.52,33.4008,50.66193333,57.127,46.55493333,52.7064,56.71906667,8.226,517.6288,22.726,513.8179333,22.73786667,11.77066667,9.512666667,6.942533333,13.48593333,44.76,11.3796,0,26.21506667,0,0,22.33953333,22.4322,19.26573333,13.06,1.98,0.94,17.606,0,1.25,1,0
2021-08-04 13:15:00+00:00,99.75,45.33,20.26306667,5.11,56.5,93.814,87.77566667,0,45.52773333,67.88333333,21.00933333,21.02933333,24.03066667,57.46,22.22066667,20.704,55.66,9.48,33.13546667,50.63486667,33.09273333,36.51253333,52.1804,54.5348,7.062,505.4075333,22.7394,501.9013333,22.72313333,10.42133333,8.334666667,7.296733333,12.455,44.71333333,10.22846667,0,26.41253333,0,0,22.61133333,22.61433333,19.29826667,13.06,2.02,0.94,22.847,11.5,4.75,1,0
2021-08-04 13:30:00+00:00,99.75,45.33,20.2806,5.09,56.22,84.65653333,65.34846667,0,33.48993333,66.58333333,21.59066667,21.574,20.23,42.38666667,21.73933333,20.64266667,41.06,9.48,33.28286667,51.38326667,68.34446667,53.06906667,53.57026667,54.90766667,7.256,491.8412,22.701,482.6907333,22.7054,9.593333333,8.174,7.0044,11.67646667,44.72,9.850133333,0,26.36966667,0,0,22.91833333,22.92973333,19.2532,12.94,1.98,0.98,12.504,0,3.75,1,0
2021-08-04 13:45:00+00:00,99.75,45.33,20.4014,5.09,56.22,62.0218,0,0,0,64.91666667,22.05133333,22.17466667,10.68466667,0,21.18133333,20.438,0,9.48,35.07473333,50.6342,63.67346667,54.1232,52.70173333,61.2538,10.57,467.117,22.7026,461.062,22.69133333,10.672,10.702,7.075733333,12.053,45.09333333,11.9904,0,26.37386667,0,0,23.2144,23.1172,19.39146667,13.06,1.98,0.94,0,0,0,1,0
2021-08-04 14:00:00+00:00,100.25,45.27,20.43686667,5.09,56.5,88.48953333,69.98746667,0,36.76786667,63.88333333,22.616,22.73333333,21.99133333,50.06,22.00066667,20.66466667,44.5,9.48,34.72106667,50.76633333,57.41493333,50.359,52.62246667,58.86853333,9.281333333,451.2928,22.7076,446.1907333,22.67433333,12.43133333,10.65933333,6.9856,13.7034,45.01333333,12.188,0,26.48373333,0,0,23.29733333,23.30866667,19.58293333,13.94,2.02,0.98,11.95,0,3.75,1,0
2021-08-04 14:15:00+00:00,99.75,45.33,20.37853333,5.11,56.5,95.59333333,86.86933333,0,45.67006667,62.51666667,23.08666667,23.096,24.62933333,57.74,22.70666667,21.256,55.66,9.496,36.66386667,51.17646667,67.71066667,58.10766667,53.50093333,56.52733333,8.038,447.3202667,22.6846,433.3297333,22.6638,11.49,9.334,6.979266667,13.1432,44.67333333,11.13793333,0,26.31446667,0,0,23.53346667,23.53493333,19.4484,13.94,2.02,0.98,22.504,0,1.25,1,0
2021-08-04 14:30:00+00:00,100.25,45.33,20.35806667,5.11,56.5,95.60686667,91.68146667,0,47.1834,61.18333333,23.66933333,23.52666667,24.454,57.74,22.74466667,21.43733333,55.94,9.3358,35.80673333,50.4056,52.5538,60.6994,52.29106667,55.20746667,7.370666667,443.3266,22.66826667,427.7293333,22.6714,10.73266667,8.633333333,7.033066667,12.57733333,44.84666667,10.52546667,0,26.45726667,0,0,23.66686667,23.67666667,19.339,14.06,2.02,0.94,17.754,0,1.25,2,0
2021-08-04 14:45:00+00:00,100.25,45.33,20.4066,5.09,56.5,95.3902,90.99666667,0,46.86353333,60.18333333,24.126,24.07533333,24.56133333,57.46,22.78266667,21.38,55.66,9.1754,35.1786,49.01693333,36.10953333,43.6254,53.49753333,54.2884,6.970666667,433.3848667,22.66393333,421.306,22.6588,10.22666667,8.17,7.103733333,12.18986667,44.86,10.09866667,0,26.48986667,0,0,23.83833333,23.8398,19.3508,14.06,2.02,0.94,23.48,11.5,4.75,1,0
2021-08-04 15:00:00+00:00,99.75,45.33,20.34813333,5.09,56.22,94.5774,92.36093333,0,47.28786667,58.51666667,24.398,24.378,24.46133333,57.46,22.55866667,21.19466667,55.66,8.9996,36.26546667,50.16406667,48.5872,36.64213333,51.97786667,53.742,6.686,433.754,22.72233333,421.8270667,22.56433333,9.902666667,7.884,7.0182,11.87286667,44.36666667,9.8088,0,26.36773333,0,0,23.9246,24.022,19.3752,14.94,1.98,0.94,17.801,0,4.75,1,0
2021-08-04 15:15:00+00:00,99.75,45.33,20.34313333,5.09,56.5,95.33533333,93.2486,0,47.40773333,57.81666667,24.786,24.866,24.71533333,57.46,22.96266667,21.498,55.66,8.875666667,37.63633333,51.92853333,38.71433333,31.20433333,54.1026,53.4736,6.466666667,435.9245333,22.71593333,425.4412,22.6558,9.688666667,7.719333333,7.131066667,11.69086667,44.84,9.6072,0,26.47726667,0,0,24.1602,24.2522,19.45653333,14.94,1.98,0.98,17.34,0,4.75,1,0
2021-08-04 15:30:00+00:00,99.75,45.33,20.3246,5.09,56.22,96.47226667,92.42286667,0,47.48326667,56.51666667,25.08666667,25.16666667,24.744,57.74,23.07933333,21.84066667,55.66,8.7042,41.68726667,50.29326667,31.08746667,20.422,52.04193333,53.19546667,6.409333333,440.0707333,22.70853333,429.0317333,22.69946667,9.52,7.567333333,7.0004,11.56,44.69333333,9.483266667,0,26.38166667,0,0,24.41593333,24.51446667,19.41213333,14.94,1.98,0.94,23.379,0,4.75,1,0
2021-08-04 15:45:00+00:00,100.25,45.27,20.38653333,5.09,56.22,96.34253333,92.22846667,0,47.03653333,55.48333333,25.51266667,25.35266667,24.88133333,57.74,23.17533333,21.71666667,55.66,8.610133333,40.493,51.56893333,38.16293333,39.82166667,53.88993333,53.01193333,6.268,442.6318,22.7526,433.4834667,22.7114,9.417333333,7.496666667,7.006066667,11.49433333,44.44,9.3874,0,26.38366667,0,0,24.73693333,24.71973333,19.36706667,14.94,1.98,0.98,17.738,0,3.75,1,0
2021-08-04 16:00:00+00:00,100.25,45.27,20.36853333,5.11,56.5,96.12213333,91.60606667,0,47.23886667,54.25,25.62333333,25.60733333,24.806,57.46,22.98866667,21.658,55.66,8.497333333,39.87606667,51.63846667,38.011,20.594,53.25573333,52.89453333,6.152666667,448.2971333,22.779,435.2832,22.7024,9.292666667,7.388,6.9584,11.38013333,44.56,9.290333333,0,26.35353333,0,0,24.76213333,24.75833333,19.53786667,15.94,1.98,0.98,23.699,11.5,1.25,1,0
2021-08-04 16:15:00+00:00,99.75,45.27,20.33646667,5.11,56.5,95.63573333,91.79673333,0,46.93006667,52.58333333,25.876,25.97466667,24.464,57.74,22.92533333,21.576,55.66,8.410333333,42.6712,49.91333333,38.83706667,37.35753333,52.35513333,52.70826667,6.156666667,449.4479333,22.85913333,434.4690667,22.72753333,9.247333333,7.299333333,6.9654,11.30466667,44.84666667,9.217866667,0,26.47926667,0,0,25.03753333,25.04533333,19.404,16.06,2.02,0.94,23.348,0,4.75,2,0
2021-08-04 16:30:00+00:00,99.75,45.27,20.3882,5.11,56.5,95.0044,90.37226667,0,46.4034,51.85,26.07133333,26.088,24.43,57.74,22.72066667,21.27466667,55.66,8.315,42.52186667,52.42573333,48.143,40.274,54.43726667,52.41446667,5.962,444.5852,22.45373333,430.781,22.71433333,9.093333333,7.166666667,6.944533333,11.1816,45.02666667,9.105466667,0,26.49153333,0,0,25.0082,24.98126667,19.5786,15.94,1.98,0.94,17.394,0,4.75,1,0
2021-08-04 16:45:00+00:00,100.25,45.33,20.37013333,5.11,56.5,94.95133333,90.17873333,0,46.6898,50.85,26.248,26.36533333,24.41266667,57.46,22.572,21.258,55.66,8.295133333,43.60326667,50.9058,48.143,40.274,52.9458,52.3426,5.886666667,439.3107333,22.5474,421.8597333,22.7194,9.015333333,7.098666667,7.054066667,11.07473333,44.61333333,9.017866667,0,26.47733333,0,0,25.18806667,25.188,19.54226667,15.94,1.98,0.94,22.613,0,4.75,1,0
2021-08-04 17:00:00+00:00,100.25,45.33,20.36846667,5.09,56.5,94.5104,90.58593333,0,46.79233333,50.15,26.48533333,26.47266667,24.27,57.74,22.538,21.19866667,55.66,8.170333333,43.17793333,49.79913333,57.47486667,46.85433333,51.98786667,52.29846667,5.894,441.6549333,22.715,421.7058,22.71793333,8.993333333,7.094666667,6.954733333,11.06473333,44.77333333,9.015666667,0,26.41266667,0,0,25.26693333,25.3852,19.34266667,16.94,1.98,0.98,23.192,11.5,4.75,1,0
2021-08-04 17:15:00+00:00,99.75,45.33,20.36,5.11,56.22,93.7786,90.1234,0,46.48553333,49.18333333,26.75,26.684,24.19066667,57.74,22.31266667,20.996,55.66,8.143,41.73793333,52.19006667,49.50493333,41.631,54.37533333,52.3484,5.927333333,441.0689333,22.79513333,421.1196,22.71653333,8.976666667,7.072666667,6.889666667,11.04506667,44.72,8.972533333,0,26.461,0,0,25.32646667,25.41486667,19.3508,16.94,2.02,0.94,17.191,0,4.75,1,0
2021-08-04 17:30:00+00:00,99.75,45.27,20.36493333,5.09,56.22,94.56946667,89.56953333,0,46.05233333,48.88333333,27.20666667,26.92266667,24.10066667,57.46,22.442,21.22733333,55.94,8.044466667,43.41546667,50.6008,48.158,40.641,52.40233333,52.27413333,5.849333333,436.5105333,22.7306,418.4082,22.6594,8.952666667,7.036666667,7.015466667,11.0198,44.74666667,8.985266667,0,26.44306667,0,0,25.40873333,25.51366667,19.29826667,16.94,1.98,0.94,22.879,0,1.25,1,0
2021-08-04 17:45:00+00:00,100.25,45.33,20.37686667,5.09,56.5,94.18153333,88.3566,0,45.8588,47.85,27.47133333,27.12333333,24.15266667,57.46,22.282,21.06066667,55.94,8.02,43.50826667,49.9758,42.33946667,47.47013333,52.23326667,52.29366667,5.896,429.5860667,22.75346667,419.1660667,22.70606667,8.998,7.093333333,6.879133333,11.05526667,44.72666667,8.981533333,0,26.30066667,0,0,25.49226667,25.50706667,19.404,16.94,1.98,0.98,16.824,0,3.75,1,0
2021-08-04 18:00:00+00:00,100.25,45.27,20.37186667,5.09,56.5,92.97313333,88.86586667,0,46.17886667,47.48333333,27.66533333,27.30466667,23.92466667,57.74,22.156,20.71266667,55.66,8.02,38.53233333,52.41946667,17.784,10.274,54.29373333,52.2944,5.853333333,429.8681333,22.75633333,419.2222,22.73866667,8.961333333,7.060666667,6.954733333,11.04306667,44.69333333,8.9738,0,26.5038,0,0,25.2874,25.2858,19.41213333,17.94,1.98,0.94,22.965,8.5,1.25,2,0
2021-08-04 18:15:00+00:00,99.75,45.33,20.36993333,5.11,56.22,93.78993333,88.98206667,0,45.80553333,46.85,27.61666667,27.416,23.83533333,57.46,22.13133333,20.90866667,55.94,8.02,37.08913333,50.27666667,25.36113333,26.01653333,52.18353333,52.36913333,5.941333333,437.2268,22.77693333,426.4506,22.74613333,9.046,7.138666667,6.995733333,11.1022,44.68666667,9.028,0,26.47326667,0,0,25.37366667,25.2752,19.36333333,17.94,1.98,0.94,17.028,0,1.25,1,0
2021-08-04 18:30:00+00:00,99.75,45.27,20.365,5.09,56.22,93.24093333,88.95013333,0,46.18993333,46.41666667,27.84466667,27.662,24.01866667,57.46,22.118,20.78733333,55.66,7.98,38.8404,52.15906667,12.56293333,20.07026667,54.1652,52.60946667,6.060666667,435.8593333,22.74033333,422.5848667,22.75933333,9.174,7.243333333,6.978733333,11.17153333,45,9.148933333,0,26.52406667,0,0,25.3852,25.3918,19.51346667,17.94,1.98,0.94,17.038,0,1.25,1,0
2021-08-04 18:45:00+00:00,100.25,45.33,20.41346667,5.09,56.22,93.36933333,88.87406667,0,46.11673333,45.85,27.942,27.69466667,23.706,57.74,21.98266667,20.646,55.66,7.98,42.74013333,50.46273333,2.3434,9.961,52.0832,52.60593333,6.062666667,429.6076667,22.7432,414.8266667,22.72106667,9.207333333,7.256,6.956,11.22213333,44.63333333,9.183266667,0,26.40633333,0,0,25.37026667,25.37526667,19.4284,17.94,1.98,0.98,16.759,0,4.75,1,0
2021-08-04 19:00:00+00:00,99.75,45.27,20.42846667,5.09,56.22,93.06586667,90.0084,0,46.49226667,45.51666667,27.98866667,27.79133333,23.774,57.46,21.97,20.61333333,55.94,8.02,38.24513333,51.35186667,59.6234,45.23506667,53.32513333,52.63873333,6.116,429.1954,22.70466667,415.836,22.698,9.224,7.267333333,6.973066667,11.2548,44.86,9.199333333,0,26.43073333,0,0,25.19073333,25.29073333,19.5504,18.94,1.98,0.94,22.45,8.5,4.75,1,0
2021-08-04 19:15:00+00:00,100.25,45.33,20.42346667,5.09,56.22,93.66906667,88.31433333,0,46.17233333,45.15,27.902,27.872,23.798,57.46,22.052,20.70866667,55.66,7.98,43.6468,51.37106667,48.155,40.664,52.9348,53.007,6.304,432.5818667,22.701,414.8354667,22.72393333,9.473333333,7.510666667,7.0086,11.44766667,44.66666667,9.373466667,0,26.5896,0,0,25.38173333,25.37673333,19.51346667,19.06,1.98,0.98,16.423,0,1.25,1,0
